,_sa_instance_state,datetime,text,tweet_id,id,username
97,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84dc0>,28/12/2022,"Ada kawan-kawan relawan yang mendukung 3 periode, kami juga akui itu. Ada juga yang menginginkan Pak Jokowi terus, ada yang bagi mereka presiden itu Pak Jokowi terus,"" kata Handoko kepada wartawan di Kantor Projo, Jakarta Selatan, Rabu (28/12/2022).  #projo #jokowi https://t.co/6F7G4X14IO",1608078861669105664,98,Projo_Pusat
98,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84e20>,28/12/2022,"Beliau dengan tegas menolak rencana jabatan Presiden 3 Periode, tapi masih aja ada yg ngeyel mau nyebarin isu gaberner hmmm #Jokowi #MembangunIndonesia https://t.co/P4qWgcCEQ9",1608059251104137216,99,heniorion
99,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84e80>,28/12/2022,"Pak Jokowi udh ada rencana di hari tua usai pensiun setelah menjabat Presiden 2 periode, sama anaknya udh cerita kok, sama kalian belum ya? makanya masih nyebarin isu presiden 3 periode? #Jokowi #MembangunIndonesia https://t.co/Qx1fnnXPnH",1608057922046816258,100,heniorion
100,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84ee0>,28/12/2022,"Nasional Tempo: Meski Jokowi Teratas di Musra Bandung dan Kupang, Projo Tegaskan Tak Setuju Presiden 3 Periode. https://t.co/3RhNYKzqi1  melalui @GoogleNews",1608056360666812416,101,yunankingstar1
101,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84f40>,28/12/2022,@OposisiCerdas jd anjing penjaga penguasa aja. mau itu mau mengangkangi konstitusi kek pokoknya dukung..tabiat ulama kelas kambing..kata ketum PBNU..jokowi perpanjamgan jabatan masuk akal.ulama NU yg lain mau 3 periode kita makmuman n samikna wa atokna https://t.co/6lmptyggJW,1608055637933719553,102,alialhabsyi19
102,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84fa0>,28/12/2022,"@CNNIndonesia Memangnya klw jokowi 3 periode apa untungnya bagi rakyat?, laaah wong buat mobil Esemka saja sdh hampir 10 tahun gak jadi2. Kasian  Buuuahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha",1608051146240974848,103,Grivod
103,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94040>,28/12/2022,"@abu_waras Diteriaki ""woi, Jokowi 3 Periode!"".",1608050674801180672,104,AH_SiregarXIX
104,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f940a0>,28/12/2022,"Tolak Wacana Penundaan Pemilu dan Presiden 3 Periode, Projo: Isu Ini Berbahaya bagi Jokowi https://t.co/ihbmxvNLjo",1608048366696505344,105,rsaupwr
105,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94100>,28/12/2022,"@giginpraginanto Saya kira pak Jokowi sdh berkali kali menypaikan , tidak bermimat utk 3 periode ... Beliau sdh menjawab dengan tegas... Soal pihak lain atau pendukung minta 3 periode ya silahkan ..tapi president sdh jelas menolak . kalau ketua MPR itu pendapat pribadi ..nukan lembaganya.  ..",1608046162585714689,106,MasWisnujogja
106,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94160>,28/12/2022,@SayutiAndy8 @HeriSuwondo2 Cukong hajatan...   Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,1608035752038010880,107,ArRayah43832329
107,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f941c0>,28/12/2022,Ini Alasan Projo Tolak Jokowi 3 Periode dan Penundaan Pemilu 2024 #penundaanpemilu https://t.co/g5T0GBx8WM,1608034786538299392,108,jpnncom
108,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94220>,28/12/2022,"P. Jokowi dari awal menolak 3 periode, kadrun ttp ngotot P. Jokowi bukan kader PKI, kadrun ttp ngotot P. Jokowi ijazahnya tidak palsu, kadrun ttp ngotot Sebenarnya kadru punya otak nggak sih? Tanya doang.....🤭🤭🤭",1608032858274402304,109,MbahWin3
109,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94280>,28/12/2022,"Meski Jokowi Teratas di Musra Bandung dan Kupang, Projo Tegaskan Tak Setuju Presiden 3 Periode https://t.co/GqkfoQnTpg",1608018068910874624,110,rsaupwr
110,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f942e0>,28/12/2022,Relawan Projo Tolak Jokowi 3 Periode Sudah Final https://t.co/uvlYrIvtuB lewat @smartlapak,1608012791629377537,111,ALHIDAMART
111,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94340>,28/12/2022,"Isu 3 Periode Menjerumuskan Jokowi, Projo Tuduh Elit Politik: Demi Kepentingan Pribadi, Mereka... https://t.co/NO5kWAoQ1x",1608011121612718080,112,WartaEkonomi
112,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f943a0>,28/12/2022,Relawan Projo Tegaskan Tolak Wacana 3 Periode Presiden Jokowi https://t.co/ObSeVdYlAK via @Indopolitika,1608009319358009345,113,Indopolitika
113,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94400>,28/12/2022,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/r4WtJH6pI3,1607996066229637121,114,lindagemoy
114,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94460>,28/12/2022,Relawan Projo Tegaskan Tolak Jabatan Jokowi 3 Periode https://t.co/TtMwCuNsp3,1607985140114010115,115,CNNIndonesia
115,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f944c0>,28/12/2022,@san_ozil MUI banten tolak dikaitkan dengan klaim ulama jokowi 3 periode,1607983298571296769,116,JoyoGozali
116,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94520>,28/12/2022,"@mohaj09 @satriohendri Memangnya kenapa Nasdem punya bacapres utk tahun 2024. Secara konstitusi pak Jokowi sudah selesai masa tugasnya di 2024. Wajar2 aja kalau Nasdem mendeklarasikan Capresnya. Yg gak betul itu, presiden punya capres sendiri, atau malah ingin lanjut 3 periode. Makanya PANIK.",1607977582280204290,117,Ooqu8585
117,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94580>,28/12/2022,@RudiantaraWR @RaraLovie @NinaCarla17 @aniesbaswedan Kl mau diskusi . mariiii Apa kah lu mendukung jokowi 3 periode ?,1607974417799471104,118,JumadiAkhi12
118,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f945e0>,28/12/2022,"Sudah Ada Yang Deklarasi, Kok Masih Wacana Penundaan Pemilu Hingga Jokowi 3 Periode Masih Berhembus? https://t.co/mBkat2hVq4",1607971071227203584,119,ulam_yot
119,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94640>,28/12/2022,@abu_waras 85% rakyat Indonesia pingin Jokowi 3 periode Kadrun pasti gak lah 🤣,1607965556011065345,120,DarusHeru
120,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f946a0>,28/12/2022,Paham kenapa Jinping ngotot jokowi 3 periode atau kaki tangannyabyg berkuasa di RI.,1607950619939307520,121,yudi_hudaya
121,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94700>,28/12/2022,"@HoreeeeTeam Anak e dodolan es doger dikasih modal 71 M ,wong dagang asongan,modal ngutang bank keliling (renten) ora entuk ngeteng.....sangat merakyat pean pak @jokowi.......lanjutken 3 periode",1607945225925976068,122,mantovoni
122,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94760>,28/12/2022,"@DonAdam68 masih percaya jokowi dan partainya pro wong cilik? semua yg di""injek"" dia adalah wong cilik. Nickel dan batu baranber ton-ton dijjual tanpa PPN, dinikmati asing. sekarang yg diurus rokok batangan, masih mau ngasih 3 periode?😂",1607941479015780354,123,zkzainal
123,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f947c0>,28/12/2022,"GAGAL BERJILID2  Gak perlu debat2an, krn : 1. Penegakan hukum rezim ini berlarut2, anda @mohmahfudmd malah ngalor-ngidul Ketidakadilan KM50, satgassus, 303 2. Sebaiknya anda mundur, atau @jokowi ganti menko yg berani &amp; tegas 3. UU HAM dirubah agr representatif  Lupakan 3 periode https://t.co/b9oKG8wwOu",1607940499050205184,124,AditGustaf
124,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94820>,28/12/2022,@papa_loren Katanya sih  Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,1607935133612670979,125,ArRayah43832329
125,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94880>,28/12/2022,"Rizal Ramli Sebut Ada Dewan Kudeta Konstitusi Pendorong Jokowi 3 Periode, Hensat: Mudah-mudahan Gak Ada! https://t.co/3l2ym4r9Rw",1607910461638598656,126,WartaEkonomi
126,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f948e0>,28/12/2022,"Kita akui Jokowi Sudah kerja Keras dan sudah berbuat banyak untuk bangsa dan negara ini. Seandainya Jokowi Tak Bisa 3 periode, Satu permintaan  Cebong yg terahir Tolong Buatkan Perpu perampasan aset Koruptor untuk bangsa dan negara ini.  Cebong selau setia mendukung Jokowi . https://t.co/qjEKsJkUpR",1607896754846040067,127,JulBayur3
127,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94940>,27/12/2022,"@RobbyHaneur Berarti ustadnya iblis dong, kan dia jg ucapin jokowi 3 periode",1607888624674279424,128,siswantos208
128,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f949a0>,27/12/2022,UUD 45 tentang presiden 2 periode yg di buat tergesa gesa di awal  reformasi sangat berpihak kpd Kadrun dan Barisan Sakit hati.  Sedangkan 80% rakyat puas kinerja Jokowi dan ingin kan Jokowi 3 Periode.,1607886847392518146,129,JulBayur3
129,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94a00>,27/12/2022,"Rezim bangsat tak bermoral, endingnya Jokowi 3 Periode. #IndonesiaSemakinHancur  #IndonesiaSemakinHancur  Lawan kezalimaaan !!!",1607876495539855360,130,WartegPerjuang1
130,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94a60>,27/12/2022,"Wacana Presiden 3 Periode Tak Pernah Hilang meski Jokowi Menolak, Pengamat Singgung Kekuatan di Luar Lingkaran Presiden https://t.co/l2dmMtcs27",1607875228222492672,131,WartaEkonomi
131,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94ac0>,27/12/2022,"@DamaiHariLubis @muhsaiddidu Drpd saat pensiun @jokowi masuk bui hari hari pensiun ada di balik jeruji penjara sebaiknya jangan 3 periode di gass poll presiden seumur hidup ajach. Sejarah mencatat Soekarno memenjarakan Buya Hamka, saat pensiun Soekarno di penjarakan Soeharto",1607865833744891905,132,driveronline_17
132,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94b20>,27/12/2022,@fatimahpejuang @muhsaiddidu Loe Klo Ngomong jangan asal Jeplak saja Bro. Lagi pula pak Jokowi sudah Ngomong ber kali kali Beliau tdk mungkin Mau 3 Periode. Makanya Loe Nonton TV biar Cerdas jangan Cuma Nonton Film. Bokep doank,1607859892496510976,133,IrSuwaji3
133,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94b80>,27/12/2022,@QianzyZ Kata kunci agar IKN tidak mangkrak maka P.Jokowi harus 3 periode. Mampukah Jokowi mewujudkan jabatan 3 periode..? lawan dulu rakyatnya !!,1607857591706882048,134,muttaqien1962y1
134,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94be0>,27/12/2022,"Buat Rakyat Jelata, Jabatan Pak Jokowi 3 periode atau lebih ..Tentu sangat Mendukung🇲🇨 https://t.co/D398dImcKW",1607848568236437504,135,djokoAdv
135,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94c40>,27/12/2022,"@Mencaricinta99 Perasaan gak ada tulisan 3 periode. Disitu hanya bertuliska jokowi 3. Jokowi 3 yg di maksud adalah.  Pernikahan anak jokowi yang ketiga, bukan jokowi 3 periode.",1607820638642900992,136,wardany_13
136,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94ca0>,27/12/2022,Sebenarnya sih di dalam my mindset. bapa jokowi mau 3 periode bagi diri pribadi ga kenapa napa. Justru yang harus kalian takut itu bagaimana nanti presiden selanjutnya apakah lebih baik atau lebih buruk disini aku ngambil jalan tengah aja. Karena setiap apa yang baru itu ada +&amp;-,1607788149316681729,137,HakamAhimsa
137,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94d00>,27/12/2022,Benarkah Masih Ada Kelompok yang Ingin 'Menampar Jokowi' dengan Isu 3 Periode? https://t.co/UTd4hiKFNJ Covid-19 Selasa 27 Desember 2022 Ada 6.717.395 160.560 Meninggal Haram BRIN BMKG Saling Dikit Jabodetabek Malam Dingin Fajar #RakyatPastiTolak3Periode #RakyatPastiTolak3Periode,1607758051637096448,138,onomsalam2pas
138,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94d60>,27/12/2022,Kualitas oposisi sok kritis tapi goblok gini yang bikin makin banyak orang setuju Jokowi 3 periode aja,1607756999932141568,139,Rzdwrdy
139,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94dc0>,27/12/2022,"Sudah Ada Yang Deklarasi, Kok Masih Wacana Penundaan Pemilu Hingga Jokowi 3 Periode Masih Berhembus? https://t.co/4ylslYKvjQ",1607735710924312577,140,URFachmy
140,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94e20>,27/12/2022,@LaNyallaAcademy Mumpung masyarakat gak sadar.. Jokowi bisa 3 periode atau perpanjangan masa jabatan.,1607720805085106177,141,changkarock
141,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94e80>,27/12/2022,@onne_aj @VIVAcoid hadiahnya jokowi 3 periode ngab 😁,1607716256496644096,142,alsaik_
142,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94ee0>,27/12/2022,@caul_tanjung Katanya sih  Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,1607713713750179841,143,ArRayah43832329
143,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94f40>,27/12/2022,"@jokowi Ini baru Presiden yg patut menjadi 3 periode, masyarakatnya pasti dukung kalau undang² bisa berlaku !!!",1607709825882009601,144,chess_rhiel
144,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f94fa0>,27/12/2022,@Doedoeng108 @tijabar Tuh yg salah junjungan lue Jokowi udah susah payah bikin janji mulai dr Jakarta hingga sluruh Indonesia antisipasi banjir..dr setahunan jadi gubernur hingga jd presiden tapi semua NOL ..mana karya dia tuk rakyat antisipasi banjir ?... Yg ada bahkan sok2an mau 3 periode sgala 😂,1607697294245363716,145,AbdKhairul
145,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9040>,27/12/2022,Aku SETUJU kalo :  PT 20% DI HAPUS   Sebagai Kompensasi : JOKOWI 3 PERIODE.  Bagaimana : @Andiarief__  @SBYudhoyono @AgusYudhoyono   Enak tooh🤣🤣🤣  Mau? Mau? https://t.co/xVUE8u5ZNk,1607692376864165890,146,BattoAjax
146,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa90a0>,27/12/2022,"@geloraco Ubah judulnya ""Benarkah ada yang akan tangkap Jokowi jika dia mengamini 3 Periode?""",1607690942399807488,147,DOITSMARTWAY
147,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9100>,27/12/2022,"@DamaiHariLubis Kami yang merasakan dampak kemajuan negeri ini Untuk anak cucu kami, Bukan kalian, kaum bodoh yang suka mengeluh  Kami tau dibelakang kalian siapa... Yang mendanai kalian siapa  Kami mau 4 periode jokowi, bukan cuma 3.  Catat itu kisanak... https://t.co/8NWE4QmHhg",1607673569433243650,148,tentang_logika2
148,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9160>,27/12/2022,@Lembayung071 @jokowi Jokowi 3 Periode..!!!  Pasti @KING__VALDEZ  meriang bacanya... 🤪,1607647529650507776,149,BudTeguh
149,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa91c0>,27/12/2022,Ada Kekuatan Besar di Balik Wacana Perpanjangan Masa Jabatan Presiden Jokowi 3 Periode? Pengamat: Masif dan Terstruktur https://t.co/sKuVLC0UG4,1607644958869323778,150,WartaEkonomi
150,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9220>,27/12/2022,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/9BcABlatjd,1607632506072842244,151,babanggoo
151,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9280>,27/12/2022,"@yunartowijaya Pendukung Jokowi 2024 itu sudah tidak relevan, kecuali beliaunya sah secara konstitusional ikut pemilihan untuk 3 periode",1607629419245637634,152,LemahTrah
152,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa92e0>,27/12/2022,@ajies4ra Kuuuuy qt buat go block dengan memilih penerus pa Jokowi Kalo tidak melanggar UU gue pingin pa Jokowi 3 periode💃😁💃,1607627984005124098,153,PUTRY_NUSANTARA
153,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9340>,27/12/2022,"Asal jgn dikembangkan terus isu 3 periode ataupun perpanjang masa jabatan, Krn justru Jokowi lah yg akan dihukum oleh rakyat jika itu terjadi. https://t.co/2XW7YPFJfG",1607627861082660864,154,AchO59522189
154,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa93a0>,27/12/2022,@YudiSet16452924 Katanya sih  Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,1607607895629377539,155,ArRayah43832329
155,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9400>,27/12/2022,@HelmiFelis_ pak jokowi 3 periode ape lu ape lu....!!? kasian yg hanya jadi capres capresan 🤣🤣🤣🤣🤣🤣🤣,1607587048160137217,156,IwanMarora
156,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9460>,27/12/2022,"@HelmiFelis_ Jokowi 3 periode donk biar kelar tugas pembangunan IKN dan infrastruktur yg lainnya , Indonesia maju, tata kata hmm",1607585556132958211,157,pinkfloydd09
157,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa94c0>,27/12/2022,Mengerikan Guys jika benar cuitan @RamliRizal ttg Rencana Perpanjangan Jabatan Jokowi 3 Periode yg juga dihadiri pata taipan..Ngeri krn oknum Pejabat Telah Menghianati Amanah Pendiri Bangsa..@kang___L @Boediantar4 @MissKoral  @dara_darmayu @AntiBangsatBgs https://t.co/rcKHmAfvAn,1607579680768684033,158,HermanBudiSant4
158,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9520>,27/12/2022,"@alisyarief @djonprasetyanto @jokowi Padahal kepalang edan, masukin juga sertifikat vaksinasi dan booster lengkap. Setelah itu surat pernyataan dukungan 3 periode atau seumur hidup.",1607544069173186560,159,rhamasukma
159,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9580>,26/12/2022,Prestasi jokowi pantesan ngotot 3 periode,1607520571952336896,160,DoplangPadi
160,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa95e0>,26/12/2022,"@muhsaiddidu Terimakasih pak @jokowi kamu luar biasa sekali 😊 salam 3 periode pak  Tapi bukan di Indonesia pak, di pluto",1607499052756905985,161,mynameisowi
161,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9640>,26/12/2022,GAME NIPU! kalah 2 menang juga 2. kalah 3 menang juga 3. gini aja terus sampe jokowi 3 periode. https://t.co/4yJF3Scyck,1607492409725976577,162,Hawaryou13
162,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa96a0>,26/12/2022,"@HelmiFelis_ @Cikimprinh kayaknya jadi 3 periode bang, mohon bersabar ya... biarkan jokowi menyelesaikan tugasnya sehingga Bung Anis Baswedan bisa menjalankan tugas dg mudah ( kalau terkabul..).. jd plesiden itu berat bang... 😁",1607440890943131650,163,umam_ogi
163,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9700>,26/12/2022,@bumijo1964 @HelmiFelis_ yakin gak mau jokowi 3 periode?,1607439782376005634,164,BuzzDrun
164,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9760>,26/12/2022,"Dugaannya Salah Besar! Mengira Presiden Hanya Dikelilingi Pejabat ‘Serakah’, Refly Malah Dibisiki Istana Tengah Upayakan Jokowi 3 Periode https://t.co/PrQ8ZYD5j1",1607429678092161024,165,RepelitaO
165,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa97c0>,26/12/2022,"@geloraco Menempatkan Menteri Nggak sesuai keilmuan,   Namanya juga bagi bagi Jabatan, biar suksesi 3 Periode dapet dukungan semua partai..  @jokowi",1607424384482050048,166,TheUncleDee
166,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9820>,26/12/2022,"Nggak usah kaget, biasa aja..  Ini Efek kebanyakan HIDEN DEBT   semua penyumbang Pajak terbesar di Negara ini 'di utak utik' untuk ngamanin Hutang abu-abu yg sudah dibuatnya..  Tapi tetep maunya 3 Periode biar nggak ketahuan HIDEN DEBT nya  @jokowi   https://t.co/18GXKfhNkK",1607420306968416257,167,TheUncleDee
167,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa9880>,26/12/2022,"@didienAZHAR BERHASIL..🤣  Si @didienAZHAR cuma kirim meme tanpa komentar, smua hater @jokowi pada kluar dgan narasi2 khas nya..  yg paling diandalalkan isu '3 periode' 🤣🤣🤣🤦  Selamat menikmati hidup 2 thn ke depan, drun..",1607406707873050624,168,irawan_seni
168,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fa98e0>,26/12/2022,"Ketum Relabatin Tepis Bos Projo, Indonesia Timur Ingin Jokowi 3 Periode Bahkan Seumur Hidup.  “Kalau ada yang bikin statement, apa saja, jangan moment of time. Sekali lihat lalu menyimpukan. Tidak boleh. Mestinya ada seri waktu.”   https://t.co/jgNw2uerqr  @Relawananies @bos_sir",1607405370565328898,169,Simanjunta9Nico
